period_end,fy,fp,form,filed,total_revenue,cost_of_revenue,gross_profit,operating_income,net_income,total_assets,total_current_assets,cash_and_equivalents,inventory,total_liabilities,total_current_liabilities,total_equity,retained_earnings,operating_cash_flow,capital_expenditures,shares_outstanding,selling_general_admin,frequency,period_start,working_capital,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_to_assets,lt_debt_to_equity,net_debt,gross_margin,operating_margin,net_margin,ocf_margin,fcf_margin,sgna_ratio,rnd_ratio,capex_ratio,interest_coverage,asset_turnover,inventory_turnover,working_capital_turnover,roa,roe,fcf_to_debt,ocf_to_current_liabilities,cash_burn_rate,liquidity_runway_quarters,altman_z_score,revenue_growth_qoq,net_income_growth_qoq,revenue_growth_yoy,net_income_growth_yoy
2020-02-01,2021,Q3,10-Q,2021-06-08,451784000.0,249597000.0,202187000.0,8498000.0,11431000.0,799728000.0,486330000.0,165989000.0,147236000.0,360818000.0,220071000.0,438910000.0,127927000.0,38242000.0,11446000.0,27026292.0,193689000.0,quarterly,2019-11-02,266259000.0,2.2098777212808596,1.5408390928382203,0.7542520368426553,0.8220774190608553,0.45117589980593403,,194829000.0,0.44753023568785083,0.018809873744975475,0.02530191418908151,0.08464664529952366,0.1099817611956156,0.4287203619428754,,0.02533511589609194,,0.5649220735049917,1.6952172023146512,1.696783958476521,0.014293609827341297,0.026044063703264907,0.13770931605407713,0.17377119202439212,-38242000.0,4.34048951414675,4.619127729124652,0.015667187482436562,-65.21910112359551,0.23358708592273825,0.07051882374976581
2020-05-02,2021,Q3,10-Q,2021-06-08,371726000.0,220115000.0,151611000.0,-46055000.0,-33903000.0,781629000.0,458471000.0,96840000.0,165077000.0,359049000.0,203930000.0,422580000.0,94024000.0,-20488000.0,18651000.0,27026292.0,197666000.0,quarterly,2020-02-01,254541000.0,2.2481782964742805,1.43869955376845,0.4748688275388614,0.8496592361209712,0.4593598753372764,,262209000.0,0.4078568623125636,-0.12389501944980981,-0.09120427411588106,-0.05511586491125184,-0.004941811979791567,0.5317518817623733,,0.05017405293146027,,0.4755785673254191,1.3334080459421966,1.4603776994668836,-0.043374798017985515,-0.0802285957688485,-0.005116293319296252,-0.10046584612366989,20488000.0,4.726669269816478,3.8438601248453628,-0.17720415065606576,-3.9658822500218704,0.0039051528572970895,-3.8309118236472948
2020-10-31,2022,Q2,10-Q,2022-03-09,490423000.0,270972000.0,219451000.0,-19533000.0,9541000.0,880224000.0,597433000.0,200346000.0,156786000.0,451637000.0,295062000.0,428587000.0,59098000.0,57359000.0,5985000.0,27026292.0,238984000.0,quarterly,2020-05-02,302371000.0,2.0247710650642916,1.4934047759453946,0.6789962787481953,1.053781379276553,0.5130932580797615,,251291000.0,0.44747289584705446,-0.03982888241375303,0.019454634060800575,0.11695821770186146,0.1291619683416153,0.4873017782608075,,0.012203750639753845,,0.5571570418438943,1.7282920668937278,1.6219247216168218,0.010839286363471116,0.02226152449794324,0.1402542307206894,0.1943964319363388,-57359000.0,3.4928433201415645,3.8767857868055122,0.3193131500083395,-1.2814205232575289,0.19939201698243791,0.3537173666288309
2021-01-30,2022,Q3,10-Q,2022-06-09,504087000.0,287744000.0,216343000.0,-40351000.0,-21039000.0,856022000.0,539321000.0,140031000.0,182422000.0,422488000.0,274709000.0,433534000.0,38059000.0,5666000.0,13894000.0,27026292.0,256694000.0,quarterly,2020-10-31,264612000.0,1.9632447426185526,1.2991893239755523,0.5097430371775225,0.9745210294924965,0.493548063017072,,282457000.0,0.42917789984665344,-0.08004769018046488,-0.041736843044950574,0.011240123232695944,0.03880282570270608,0.5092255900271183,,0.027562702470010136,,0.5888715476938677,1.5773536086656215,1.9050043081946397,-0.024577639359736083,-0.04852906577108139,0.046297172937456214,0.020625461852360135,-5666000.0,24.71426050123544,3.5223140047337096,0.02786166227929776,-3.2051147678440417,0.13325090206040713,117.19662921348315
2021-05-01,2022,Q3,10-Q,2022-06-09,535589000.0,289199000.0,246390000.0,-24219000.0,-18846000.0,833721000.0,495416000.0,124737000.0,215628000.0,404339000.0,264194000.0,429382000.0,19213000.0,-35062000.0,23690000.0,27026292.0,270609000.0,quarterly,2021-01-30,231222000.0,1.875197771334701,1.0590248075278015,0.47214168376268956,0.9416766422439692,0.48498118675192303,,279602000.0,0.4600355869892772,-0.04521937530457123,-0.0351874291667678,-0.06546437660220804,-0.02123269895386201,0.5052549622938485,,0.04423167764834603,,0.642407951820813,1.3411940935314524,2.3163410056136526,-0.022604684300863237,-0.043890987512285096,-0.02812491498470343,-0.1327130820533396,35062000.0,3.5576122297644175,3.4566887211502273,0.06249318074062615,-0.10423499215742194,0.18549793706727113,-2.648674656635465
2021-10-30,2023,Q2,10-Q,2023-03-08,581244000.0,308327000.0,272917000.0,-1850000.0,-1827000.0,929422000.0,572770000.0,249677000.0,184129000.0,450827000.0,298233000.0,478595000.0,38854000.0,141656000.0,16392000.0,27026292.0,274767000.0,quarterly,2021-05-01,274537000.0,1.9205453454178445,1.3031455271549426,0.8371877022328179,0.9419801711258998,0.4850616834979159,,201150000.0,0.4695394705149645,-0.003182828553929159,-0.003143258252988418,0.2437117630461562,0.2719133444818355,0.4727222990688936,,0.028201581435679336,,0.6253822268033251,1.6745162358998311,2.117179105184365,-0.0019657378456718264,-0.0038174239179264305,0.3505735015870833,0.47498432433701165,-141656000.0,1.7625585926469758,3.800685268795014,0.08524260206987067,-0.9030563514804203,0.5636355810462546,-0.946110963631537
2022-01-29,2023,Q3,10-Q,2023-06-07,516724000.0,283920000.0,232804000.0,-30698000.0,-30912000.0,898248000.0,531452000.0,193878000.0,183458000.0,437166000.0,276641000.0,461082000.0,7942000.0,124932000.0,30900000.0,27026292.0,263502000.0,quarterly,2021-10-30,254811000.0,1.9210890648891523,1.257926337744586,0.7008288720760841,0.9481307012635497,0.4866874181740455,,243288000.0,0.45053839186877326,-0.059408891400438146,-0.0598230389918022,0.24177704151539314,0.30157685727777306,0.5099472832692115,,0.059799815762379915,,0.5752576125969665,1.5476021759748826,2.0278716381945836,-0.03441365858871937,-0.06704230483948626,0.3564595599840793,0.45160334151481524,-124932000.0,1.5518682163096724,3.3427765037318378,-0.11100329637811313,15.919540229885058,0.05362921396427156,-4.23991195891416
2022-04-30,2023,Q3,10-Q,2023-06-07,492941000.0,282851000.0,210090000.0,-76880000.0,-78040000.0,863646000.0,533819000.0,137721000.0,213004000.0,474140000.0,316987000.0,389506000.0,-70098000.0,94455000.0,38681000.0,27026292.0,286970000.0,quarterly,2022-01-29,216832000.0,1.684040670437589,1.0120762050178713,0.4344689214384186,1.217285484690865,0.5489980848634741,,336419000.0,0.4261970499512112,-0.155961869676087,-0.1583150924755701,0.19161522372860038,0.27008506088963996,0.5821589196272982,,0.07846983716103956,,0.5707674209108825,1.3279140297834782,2.273377545749705,-0.090361097023549,-0.2003563488110581,0.280794701986755,0.297977519582822,-94455000.0,1.4580593933619184,2.217535042510763,-0.0460265054458473,1.5245859213250519,-0.022111262539998067,2.7093017728979514
2022-10-29,2024,Q2,10-Q,2024-03-05,443741000.0,256431000.0,187310000.0,-48536000.0,-55918000.0,744686000.0,466566000.0,113346000.0,220163000.0,449919000.0,297375000.0,294767000.0,-222358000.0,-10048000.0,5888000.0,27026292.0,235846000.0,quarterly,2022-04-30,169191000.0,1.5689482976040352,0.8285935266918873,0.3811551071878941,1.5263547140622933,0.6041727654340219,,336573000.0,0.4221156034713944,-0.1093791198018664,-0.1260149501623695,-0.02264383953702723,-0.009374838024883885,0.5314947232732607,,0.013269001512143344,,0.5958766513671534,1.1647324936524301,2.6227222488193815,-0.07508936652495146,-0.18970237509626248,-0.009246108744018367,-0.03378898696931484,10048000.0,11.280453821656051,1.3628086281058307,-0.09980910494359363,-0.2834700153767299,-0.17148970572584576,1.9671017722593653
2023-01-28,2024,Q3,10-Q,2024-06-05,400622000.0,236866000.0,163756000.0,-63282000.0,-65571000.0,660598000.0,414426000.0,138979000.0,158927000.0,405321000.0,260949000.0,255277000.0,-287929000.0,11060000.0,11398000.0,27026292.0,227038000.0,quarterly,2022-10-29,153477000.0,1.5881494085051102,0.9791146929093424,0.5325906594775224,1.5877693642592166,0.6135667985673586,,266342000.0,0.40875438692832644,-0.1579593731747133,-0.16367298850287804,0.027607071004587865,0.056057830074234566,0.5667137601030398,,0.0284507590696467,,0.6064535466350186,1.4904075456026982,2.6103064302794556,-0.099260064365923,-0.25686215366053344,0.0554079359322611,0.04238376081149957,-11060000.0,12.565913200723328,0.7271962305612408,-0.09717154826802121,0.17262777638685223,-0.31075073463123926,34.88998357963875
2023-04-29,2024,Q3,10-Q,2024-06-05,383419000.0,219744000.0,163675000.0,-20520000.0,-21825000.0,659970000.0,455744000.0,193575000.0,151612000.0,406189000.0,270093000.0,253781000.0,-309754000.0,36742000.0,14864000.0,27026292.0,184195000.0,quarterly,2023-01-28,185651000.0,1.68735953912171,1.1260269610837748,0.716697581943997,1.6005492925002265,0.6154658545085383,,212614000.0,0.4268828618300084,-0.05351847456698807,-0.05692206176532723,0.09582728033822006,0.13459426893294282,0.4804013363969965,,0.038766988594722745,,0.5809642862554358,1.449383953776746,2.0652676258140272,-0.03306968498568117,-0.08599934589271853,0.12704923077680588,0.13603462511061004,-36742000.0,5.268493821784334,1.3433243860946802,-0.04294072716925179,-0.6671546872855378,-0.2579810498447914,-0.2939635093167702
2023-10-28,2025,Q2,10-Q,2025-03-12,364785000.0,205682000.0,159103000.0,-28661000.0,-35490000.0,624038000.0,450285000.0,256898000.0,160720000.0,393298000.0,270893000.0,230740000.0,-373903000.0,36742000.0,3653000.0,27026292.0,187764000.0,quarterly,2023-04-29,179392000.0,1.662224568372014,1.068927583953812,0.9483375354844902,1.7045072375834271,0.6302468759915262,,136400000.0,0.4361555436764121,-0.07856956837589264,-0.0972901846293022,0.1007223432981071,0.11073646120317447,0.5147251120523048,,0.010014117905067368,,0.5845557482076412,1.2797536087605774,2.033451881912237,-0.056871536669241295,-0.15380948253445437,0.10270837888827301,0.13563288826215517,-36742000.0,6.991943824506015,0.8244479452289513,-0.04859957383436919,0.6261168384879725,-0.2599824319746177,-0.5452332137365454
2024-01-27,2025,Q3,10-Q,2025-06-11,330402000.0,186922000.0,143480000.0,-38038000.0,-35524000.0,538316000.0,377971000.0,227503000.0,126033000.0,325045000.0,209421000.0,213271000.0,-409427000.0,36742000.0,7427000.0,27026292.0,181518000.0,quarterly,2023-10-28,168550000.0,1.8048381012410408,1.2030216644940097,1.086342821398045,1.5240937586451042,0.603818203434414,,97542000.0,0.43425887252498474,-0.11512642175289496,-0.10751750897391663,0.11120392733700159,0.1336826048268473,0.5493852942778796,,0.022478677489845705,,0.6137696074424688,1.4831195004482953,1.9602610501334916,-0.06599097927611292,-0.166567418917715,0.1358858004276331,0.17544563343695235,-36742000.0,6.191905720973273,0.4023785504834727,-0.09425552037501539,0.0009580163426317068,-0.2554170112745948,-0.36471261490038986
2024-04-27,2025,Q3,10-Q,2025-06-11,322731000.0,175753000.0,146978000.0,-24840000.0,-21328000.0,536964000.0,385282000.0,196507000.0,114467000.0,328075000.0,219849000.0,208889000.0,-430755000.0,36742000.0,10259000.0,27026292.0,171818000.0,quarterly,2024-01-27,165433000.0,1.7524846599256763,1.2318227510700526,0.8938271268006678,1.5705709731005462,0.6109813693282976,,131568000.0,0.4554195289575529,-0.07696812515686438,-0.06608599731665071,0.11384713584998032,0.14563521942422636,0.5323876541144172,,0.03178808357424604,,0.6010291192705656,1.5354032166475928,1.9508260141567886,-0.03971960876334354,-0.10210207334996098,0.1432629734054713,0.16712379860722587,-36742000.0,5.348293506069348,0.3645884568406682,-0.023217171808887382,-0.39961716022970384,-0.1944251688624189,-0.6747342575223803
2024-11-02,2025,Q2,10-Q,2025-03-12,318818000.0,174013000.0,144805000.0,-8966000.0,-6256000.0,507119000.0,392516000.0,137153000.0,119145000.0,316624000.0,226553000.0,190495000.0,-473509000.0,36742000.0,4323000.0,27026292.0,153771000.0,quarterly,2024-04-27,165963000.0,1.732557061703001,1.2066536307177569,0.6053903501608895,1.6621118664531878,0.6243583853099568,,179471000.0,0.45419330150744314,-0.028122627957016227,-0.019622480537485335,0.11524443412856238,0.12880389438488415,0.48231592946445934,,0.013559460256321789,,0.6286847860166943,1.4605144991397037,1.9210185402770497,-0.012336354977825717,-0.03284075697524869,0.129696422254788,0.16217838651441385,-36742000.0,3.732867018670731,0.2445282010352975,-0.012124648701240304,-0.7066766691672919,-0.16848669471257294,-0.7133562428407789
2025-02-01,2025,Q3,10-Q,2025-06-11,312110000.0,173249000.0,138861000.0,-9025000.0,-6529000.0,472638000.0,352904000.0,113205000.0,109591000.0,274881000.0,191154000.0,197757000.0,-480038000.0,36742000.0,7547000.0,27026292.0,147886000.0,quarterly,2024-11-02,161750000.0,1.8461763813469767,1.2728637642947571,0.5922188392604916,1.3899937802454527,0.5815888692826222,,161676000.0,0.4449104482394028,-0.028916087276921597,-0.020918906795681008,0.11772131620262087,0.14190189356316682,0.47382653551632437,,0.024180577360545963,,0.660357398262518,1.580868866969003,1.9295826893353942,-0.013813954866092019,-0.033015266210551335,0.16112063038187432,0.1922115153227241,-36742000.0,3.0810788743127757,0.22141347631657948,-0.0210402173026617,0.0436381074168799,-0.1444001261016763,-0.8160326852634545
2025-05-03,2025,Q3,10-Q,2025-06-11,325016000.0,181458000.0,143558000.0,-9708000.0,-7378000.0,484748000.0,373276000.0,108915000.0,114410000.0,284357000.0,206820000.0,200391000.0,-487416000.0,36742000.0,12065000.0,27026292.0,153266000.0,quarterly,2025-02-01,166456000.0,1.804835122328595,1.251648776714051,0.5266173484189149,1.4190108338198821,0.5866078869845776,,175442000.0,0.44169517808354053,-0.029869298742215767,-0.022700420902355575,0.11304674231422453,0.15016799172963793,0.47156447682575625,,0.03712124941541339,,0.6704844579039005,1.5860326894502228,1.952564040947758,-0.015220279402906252,-0.03681802076939583,0.17163987522726712,0.17765206459723432,-36742000.0,2.9643187632681944,0.25052960449027206,0.04135080580564554,0.13003522744677598,-0.016301354108026023,-0.7923094246143452
