period_end,fy,fp,form,filed,total_revenue,cost_of_revenue,gross_profit,operating_income,net_income,total_assets,total_current_assets,cash_and_equivalents,inventory,total_liabilities,total_current_liabilities,total_equity,retained_earnings,operating_cash_flow,capital_expenditures,shares_outstanding,selling_general_admin,frequency,period_start,working_capital,current_ratio,quick_ratio,cash_ratio,debt_to_equity,debt_to_assets,lt_debt_to_equity,net_debt,gross_margin,operating_margin,net_margin,ocf_margin,fcf_margin,sgna_ratio,rnd_ratio,capex_ratio,interest_coverage,asset_turnover,inventory_turnover,working_capital_turnover,roa,roe,fcf_to_debt,ocf_to_current_liabilities,cash_burn_rate,liquidity_runway_quarters,altman_z_score,revenue_growth_qoq,net_income_growth_qoq,revenue_growth_yoy,net_income_growth_yoy,price_date,close,return_3m,return_6m,return_12m,rolling_vol_3m,rolling_vol_6m,drawdown_12m,market_cap,enterprise_value,ev_to_sales,spy_close,spy_return_3m,spy_return_6m,spy_return_12m,spy_rolling_vol_3m,spy_rolling_vol_6m,spy_drawdown_12m,excess_return_3m_spy,excess_return_6m_spy,excess_return_12m_spy,excess_drawdown_12m_spy,vol_spread_rolling_vol_3m_spy,vol_spread_rolling_vol_6m_spy,relative_price_spy,xrt_close,xrt_return_3m,xrt_return_6m,xrt_return_12m,xrt_rolling_vol_3m,xrt_rolling_vol_6m,xrt_drawdown_12m,excess_return_3m_xrt,excess_return_6m_xrt,excess_return_12m_xrt,excess_drawdown_12m_xrt,vol_spread_rolling_vol_3m_xrt,vol_spread_rolling_vol_6m_xrt,relative_price_xrt,etsy_close,etsy_return_3m,etsy_return_6m,etsy_return_12m,etsy_rolling_vol_3m,etsy_rolling_vol_6m,etsy_drawdown_12m,excess_return_3m_etsy,excess_return_6m_etsy,excess_return_12m_etsy,excess_drawdown_12m_etsy,vol_spread_rolling_vol_3m_etsy,vol_spread_rolling_vol_6m_etsy,relative_price_etsy,distress_flag,distress_reasons,altman_distress_flag,liquidity_crunch_flag,target_distress_flag,target_altman_distress_flag,target_liquidity_crunch_flag
2020-02-01,2021,Q3,10-Q,2021-06-08,451784000.0,249597000.0,202187000.0,8498000.0,11431000.0,799728000.0,486330000.0,165989000.0,147236000.0,360818000.0,220071000.0,438910000.0,127927000.0,38242000.0,11446000.0,27026292.0,193689000.0,quarterly,2019-11-02,266259000.0,2.2098777212808596,1.5408390928382203,0.7542520368426553,0.8220774190608553,0.45117589980593403,,194829000.0,0.44753023568785083,0.018809873744975475,0.02530191418908151,0.08464664529952366,0.1099817611956156,0.4287203619428754,,0.02533511589609194,,0.5649220735049917,1.6952172023146512,1.696783958476521,0.014293609827341297,0.026044063703264907,0.13770931605407713,0.17377119202439212,-38242000.0,4.34048951414675,4.619127729124652,0.015667187482436562,-65.21910112359551,0.23358708592273825,0.07051882374976581,2020-01-31,22.899999618530277,-0.03456997127156525,-0.09378713083898116,0.020044491772743367,0.4685754124301767,0.5399673028888474,-0.3220840602112379,618902076.4902879,813731076.4902879,1.8011507191274767,297.351,0.06298148591692798,0.10158151527612613,0.2144805953324238,0.08823827673363237,0.1292857091528642,-0.030798565840938763,-0.09755145718849323,-0.1953686461151073,-0.19443610355968044,-0.29128549437029916,0.3803371356965443,0.41068159373598323,0.0770133600308399,41.2659,-0.00961919230464603,0.05426410061851894,-0.008653224779645474,0.15428023490772336,0.20887914577648772,-0.06876521841171113,-0.024950778966919218,-0.1480512314575001,0.02869771655238884,-0.2533188417995268,0.31429517752245334,0.3310881571123597,0.5549376026823667,48.81,-0.0755681818181817,-0.2836806574699149,-0.10686184812442812,0.4285109729051208,0.47742919454479893,-0.3292565617699601,0.040998210546616454,0.18989352663093373,0.12690633989717148,0.007172501558722177,0.040064439525055895,0.06253810834404849,0.46916614666114065,0,,0,0,1,0,1
2020-05-02,2021,Q3,10-Q,2021-06-08,371726000.0,220115000.0,151611000.0,-46055000.0,-33903000.0,781629000.0,458471000.0,96840000.0,165077000.0,359049000.0,203930000.0,422580000.0,94024000.0,-20488000.0,18651000.0,27026292.0,197666000.0,quarterly,2020-02-01,254541000.0,2.2481782964742805,1.43869955376845,0.4748688275388614,0.8496592361209712,0.4593598753372764,,262209000.0,0.4078568623125636,-0.12389501944980981,-0.09120427411588106,-0.05511586491125184,-0.004941811979791567,0.5317518817623733,,0.05017405293146027,,0.4755785673254191,1.3334080459421966,1.4603776994668836,-0.043374798017985515,-0.0802285957688485,-0.005116293319296252,-0.10046584612366989,20488000.0,4.726669269816478,3.8438601248453628,-0.17720415065606576,-3.9658822500218704,0.0039051528572970895,-3.8309118236472948,2020-05-01,15.489999771118164,-0.3235807847532046,-0.346964577591821,-0.42925570672539304,0.9894729030422651,0.7717201419091589,-0.5157861868725879,418637256.89417267,680846256.8941727,1.831580941053821,262.917,-0.11580253639638016,-0.06011446629464534,-0.008978548731808256,0.5931191831407402,0.42269342520447467,-0.15919564306661094,-0.20777824835682446,-0.28685011129717564,-0.4202771579935848,-0.356590543805977,0.3963537199015249,0.34902671670468427,0.05891593077327889,34.3882,-0.1666678783208413,-0.17468386025291183,-0.19895362353275514,0.6742782618609844,0.4873789617511731,-0.22397214367760332,-0.15691290643236333,-0.17228071733890915,-0.2303020831926379,-0.2918140431949846,0.3151946411812807,0.2843411801579858,0.45044520420138784,64.445,0.3203237041589837,0.22054924242424234,-0.05325400323196705,1.029721025791103,0.7876631572772695,-0.09053062376517085,-0.6439044889121883,-0.5675138200160633,-0.376001703493426,-0.4252555631074171,-0.04024812274883782,-0.015943015368110602,0.24035999334499442,1,price,0,1,0,0,0
2020-10-31,2022,Q2,10-Q,2022-03-09,490423000.0,270972000.0,219451000.0,-19533000.0,9541000.0,880224000.0,597433000.0,200346000.0,156786000.0,451637000.0,295062000.0,428587000.0,59098000.0,57359000.0,5985000.0,27026292.0,238984000.0,quarterly,2020-05-02,302371000.0,2.0247710650642916,1.4934047759453946,0.6789962787481953,1.053781379276553,0.5130932580797615,,251291000.0,0.44747289584705446,-0.03982888241375303,0.019454634060800575,0.11695821770186146,0.1291619683416153,0.4873017782608075,,0.012203750639753845,,0.5571570418438943,1.7282920668937278,1.6219247216168218,0.010839286363471116,0.02226152449794324,0.1402542307206894,0.1943964319363388,-57359000.0,3.4928433201415645,3.8767857868055122,0.3193131500083395,-1.2814205232575289,0.19939201698243791,0.3537173666288309,2020-10-30,34.43000030517578,0.525476330115827,1.2517985867282588,0.5061242076076344,0.6475817656921816,0.627143621827087,-0.09727318153758502,930515241.8077698,1181806241.8077698,2.4097692029284308,306.149,-0.002836948732981459,0.16127845359612492,0.097367241966414,0.1910568771558926,0.20329685609042394,-0.08341367024939372,0.5283132788488084,1.090520133132134,0.40875696564122044,-0.013859511288191295,0.45652488853628903,0.42384676573666313,0.11246158016252146,48.2932,0.03562138526894554,0.39696038784849375,0.17327282312669,0.2475615718068478,0.28159316831948944,-0.0918319182345585,0.4898549448468814,0.8548381988797651,0.3328513844809444,-0.005441263303026522,0.40002019388533383,0.3455504535075976,0.7129368172988284,121.59,-0.039725161901753236,0.7962771458117892,1.7329737019554954,0.5437014691630301,0.5586821231167137,-0.2063315926892949,0.5652014920175802,0.4555214409164696,-1.226849494347861,0.10905841115170989,0.10388029652915154,0.06846149871037333,0.28316473645181167,0,,0,0,0,0,0
2021-01-30,2022,Q3,10-Q,2022-06-09,504087000.0,287744000.0,216343000.0,-40351000.0,-21039000.0,856022000.0,539321000.0,140031000.0,182422000.0,422488000.0,274709000.0,433534000.0,38059000.0,5666000.0,13894000.0,27026292.0,256694000.0,quarterly,2020-10-31,264612000.0,1.9632447426185526,1.2991893239755523,0.5097430371775225,0.9745210294924965,0.493548063017072,,282457000.0,0.42917789984665344,-0.08004769018046488,-0.041736843044950574,0.011240123232695944,0.03880282570270608,0.5092255900271183,,0.027562702470010136,,0.5888715476938677,1.5773536086656215,1.9050043081946397,-0.024577639359736083,-0.04852906577108139,0.046297172937456214,0.020625461852360135,-5666000.0,24.71426050123544,3.5223140047337096,0.02786166227929776,-3.2051147678440417,0.13325090206040713,117.19662921348315,2021-01-29,95.44000244140624,1.516214122687019,3.1495653235394014,3.1841299726423813,1.177028137500167,0.9389329718534954,-0.10309182260285321,2579389374.4621577,2861846374.4621577,5.677286608188979,348.434,0.1376953794614435,0.15177178368372357,0.1504597758077031,0.1447336335927884,0.16879125772358586,-0.03726237842617153,1.3785187432255754,2.997793539855678,3.033670196834678,-0.06582944417668168,1.0322945039073785,0.7701417141299096,0.2739112785819014,85.6167,0.7136638031112144,0.8591552048363349,1.013634065171631,0.41638320920582333,0.3450710568731319,-0.035303701750649896,0.8025503195758046,2.2904101187030665,2.1704959074707504,-0.06778812085220332,0.7606449282943437,0.5938619149803636,1.1147358218829533,199.09,0.42573761099971374,0.7715785726997688,2.958838735335057,0.7296516300922283,0.6369861281932441,-0.10040215082915371,1.0904765116873052,2.3779867508396326,0.22529123730732437,-0.002689671773699498,0.44737650740793866,0.3019468436602514,0.47938119665179685,0,,0,0,1,0,1
2021-05-01,2022,Q3,10-Q,2022-06-09,535589000.0,289199000.0,246390000.0,-24219000.0,-18846000.0,833721000.0,495416000.0,124737000.0,215628000.0,404339000.0,264194000.0,429382000.0,19213000.0,-35062000.0,23690000.0,27026292.0,270609000.0,quarterly,2021-01-30,231222000.0,1.875197771334701,1.0590248075278015,0.47214168376268956,0.9416766422439692,0.48498118675192303,,279602000.0,0.4600355869892772,-0.04521937530457123,-0.0351874291667678,-0.06546437660220804,-0.02123269895386201,0.5052549622938485,,0.04423167764834603,,0.642407951820813,1.3411940935314524,2.3163410056136526,-0.022604684300863237,-0.043890987512285096,-0.02812491498470343,-0.1327130820533396,35062000.0,3.5576122297644175,3.4566887211502273,0.06249318074062615,-0.10423499215742194,0.18549793706727113,-2.648674656635465,2021-04-30,43.31999969482422,-0.546102278010525,0.14210385832538308,1.699065529847215,0.8899415457212622,1.0628138811743157,-0.5928954214457032,1170778961.1922302,1450380961.1922302,2.7080111077565636,394.202,0.1313534270478769,0.28713556649023886,0.4596451991542838,0.13795978388430022,0.14082253337916276,-0.0065598971787149685,-0.6774557050584019,-0.14503170816485578,1.2394203306929312,-0.5863355242669882,0.751981761836962,0.921991347795153,0.10989289677582614,90.4555,0.05651701128401365,0.8105149596086565,1.5572266591278536,0.37101349617850005,0.3976285185074503,-0.014901365441203795,-0.6026192892945387,-0.6684111012832734,0.1418388707193614,-0.5779940560044994,0.5189280495427622,0.6651853626668655,0.4789095156715094,198.79,-0.0015068561956904647,0.42358922944714994,2.064436565438569,0.6690199881361604,0.698744714788704,-0.18721890587946688,-0.5445954218148346,-0.28148537112176686,-0.365371035591354,-0.4056765155662363,0.2209215575851018,0.3640691663856117,0.21791840482330208,1,price,0,1,1,0,0
2021-10-30,2023,Q2,10-Q,2023-03-08,581244000.0,308327000.0,272917000.0,-1850000.0,-1827000.0,929422000.0,572770000.0,249677000.0,184129000.0,450827000.0,298233000.0,478595000.0,38854000.0,141656000.0,16392000.0,27026292.0,274767000.0,quarterly,2021-05-01,274537000.0,1.9205453454178445,1.3031455271549426,0.8371877022328179,0.9419801711258998,0.4850616834979159,,201150000.0,0.4695394705149645,-0.003182828553929159,-0.003143258252988418,0.2437117630461562,0.2719133444818355,0.4727222990688936,,0.028201581435679336,,0.6253822268033251,1.6745162358998311,2.117179105184365,-0.0019657378456718264,-0.0038174239179264305,0.3505735015870833,0.47498432433701165,-141656000.0,1.7625585926469758,3.800685268795014,0.08524260206987067,-0.9030563514804203,0.5636355810462546,-0.946110963631537,2021-10-29,34.599998474121094,-0.37284756892384463,-0.2045977362271013,-0.0928159667587235,0.6353401632204091,0.6319811533395316,-0.6748426155120836,935109661.9611511,1136259661.9611511,1.954875511766403,436.649,0.052866484698257166,0.10531458441443386,0.41134964962635423,0.11264311710605775,0.11233847362673725,0.0,-0.4257140536221018,-0.3099123206415352,-0.5041656163850777,-0.6748426155120836,0.5226970461143513,0.5196426797127944,0.07923984361379757,92.1937,-0.008079006203695394,-0.00185351794891786,0.8575904478670504,0.22689823911897308,0.23847324272789405,-0.03767217659609112,-0.36476856272014924,-0.20274421827818345,-0.9504064146257739,-0.6371704389159925,0.408441924101436,0.3935079106116376,0.3752967770479012,250.69,0.3271745460320823,0.31450894027581144,0.8931430297538139,0.4446818700499468,0.48994508787370894,-0.007443481015164122,-0.7000221149559269,-0.5191066765029128,-0.9859589965125374,-0.6673991344969195,0.1906582931704623,0.1420360654658227,0.13801906128733135,1,price,0,0,1,0,0
2022-01-29,2023,Q3,10-Q,2023-06-07,516724000.0,283920000.0,232804000.0,-30698000.0,-30912000.0,898248000.0,531452000.0,193878000.0,183458000.0,437166000.0,276641000.0,461082000.0,7942000.0,124932000.0,30900000.0,27026292.0,263502000.0,quarterly,2021-10-30,254811000.0,1.9210890648891523,1.257926337744586,0.7008288720760841,0.9481307012635497,0.4866874181740455,,243288000.0,0.45053839186877326,-0.059408891400438146,-0.0598230389918022,0.24177704151539314,0.30157685727777306,0.5099472832692115,,0.059799815762379915,,0.5752576125969665,1.5476021759748826,2.0278716381945836,-0.03441365858871937,-0.06704230483948626,0.3564595599840793,0.45160334151481524,-124932000.0,1.5518682163096724,3.3427765037318378,-0.11100329637811313,15.919540229885058,0.05362921396427156,-4.23991195891416,2022-01-28,14.869999885559082,-0.5638017066881635,-0.7242210610065765,-0.8441953111360379,0.7984083495154151,0.7204333279268114,-0.8268110903814004,401880958.94708633,645168958.9470863,1.2485755624803305,421.681,-0.0323090692124105,0.014651388862153336,0.21021771698513914,0.15904850455470546,0.13767164907855767,-0.07486128875852072,-0.531492637475753,-0.7388724498687298,-1.054413028121177,-0.7519498016228797,0.6393598449607096,0.5827616788482537,0.035263623178561715,77.6536,-0.15095282403069332,-0.16469530271802968,-0.0930087237653402,0.30134709878311106,0.2660234958534872,-0.23750908269672633,-0.4128488826574702,-0.5595257582885468,-0.7511865873706977,-0.5893020076846741,0.497061250732304,0.45440983207332414,0.19149144258037082,145.95,-0.39876416065911435,-0.20467549452345923,-0.26691446079662473,0.6239839794438381,0.5478960177598869,-0.5084369000707285,-0.1650375460290492,-0.5195455664831172,-0.5772808503394131,-0.31837419031067193,0.17442437007157696,0.17253731016692442,0.10188420613606772,1,price,0,0,1,0,1
2022-04-30,2023,Q3,10-Q,2023-06-07,492941000.0,282851000.0,210090000.0,-76880000.0,-78040000.0,863646000.0,533819000.0,137721000.0,213004000.0,474140000.0,316987000.0,389506000.0,-70098000.0,94455000.0,38681000.0,27026292.0,286970000.0,quarterly,2022-01-29,216832000.0,1.684040670437589,1.0120762050178713,0.4344689214384186,1.217285484690865,0.5489980848634741,,336419000.0,0.4261970499512112,-0.155961869676087,-0.1583150924755701,0.19161522372860038,0.27008506088963996,0.5821589196272982,,0.07846983716103956,,0.5707674209108825,1.3279140297834782,2.273377545749705,-0.090361097023549,-0.2003563488110581,0.280794701986755,0.297977519582822,-94455000.0,1.4580593933619184,2.217535042510763,-0.0460265054458473,1.5245859213250519,-0.022111262539998067,2.7093017728979514,2022-04-29,9.5,-0.36112978660975836,-0.7213259032714079,-0.7807017528410777,0.8608099703003376,0.8283071080962369,-0.8562783627942236,256749774.0,593168774.0,1.2033261059639997,394.327,-0.06486894121385589,-0.0950821553148522,0.0003170963110283864,0.2369990880331682,0.20105075052574592,-0.13487405743270664,-0.2962608453959025,-0.6262437479565557,-0.7810188491521061,-0.721404305361517,0.6238108822671694,0.6272563575704909,0.02409168025521965,69.5203,-0.1047382220528088,-0.2398805156806768,-0.23144197975800251,0.3791054342918036,0.34115082754795056,-0.31737102570648645,-0.25639156455694956,-0.4814453875907311,-0.5492597730830752,-0.5389073370877372,0.48170453600853397,0.4871562805482863,0.13665073367059694,93.19,-0.36149366221308665,-0.6161071060762101,-0.531213843754716,0.8609775753136268,0.7489770641822376,-0.6861338452729784,0.0003638756033282897,-0.10521879719519778,-0.24948790908636165,-0.17014451752124526,-0.00016760501328927369,0.07933004391399923,0.1019422684837429,1,price,0,1,1,1,1
2022-10-29,2024,Q2,10-Q,2024-03-05,443741000.0,256431000.0,187310000.0,-48536000.0,-55918000.0,744686000.0,466566000.0,113346000.0,220163000.0,449919000.0,297375000.0,294767000.0,-222358000.0,-10048000.0,5888000.0,27026292.0,235846000.0,quarterly,2022-04-30,169191000.0,1.5689482976040352,0.8285935266918873,0.3811551071878941,1.5263547140622933,0.6041727654340219,,336573000.0,0.4221156034713944,-0.1093791198018664,-0.1260149501623695,-0.02264383953702723,-0.009374838024883885,0.5314947232732607,,0.013269001512143344,,0.5958766513671534,1.1647324936524301,2.6227222488193815,-0.07508936652495146,-0.18970237509626248,-0.009246108744018367,-0.03378898696931484,10048000.0,11.280453821656051,1.3628086281058307,-0.09980910494359363,-0.2834700153767299,-0.17148970572584576,1.9671017722593653,2022-10-28,3.9700000286102295,-0.3225256078229284,-0.5821052601462917,-0.8835435608436378,1.0659189111393055,1.044591341670857,-0.8889199820322857,107294380.01322842,443867380.0132284,1.0002848058061535,375.484,-0.04904888173007038,-0.04778521379464251,-0.13832384798971908,0.24434253181559584,0.2578233967403226,-0.17621428555757646,-0.273476726092858,-0.5343200463516492,-0.7452197128539187,-0.7127056964747093,0.8215763793237096,0.7867679449305344,0.01057302049783807,63.17,-0.024189051206517598,-0.09134454252930446,-0.3093132822434361,0.3659352470846183,0.40908790571949566,-0.3797254570805758,-0.2983365566164108,-0.49076071761698725,-0.5742302786002017,-0.5091945249517099,0.6999836640546873,0.6355034359513614,0.06284628824774781,97.91,-0.055013994788147835,0.05064921128876487,-0.5966632337796087,0.5578859293793725,0.7518657800419747,-0.6702367720858173,-0.26751161303478055,-0.6327544714350566,-0.2868803270640291,-0.2186832099464684,0.508032981759933,0.2927255616288823,0.04054744182014329,1,price|fundamental,1,1,1,1,0
2023-01-28,2024,Q3,10-Q,2024-06-05,400622000.0,236866000.0,163756000.0,-63282000.0,-65571000.0,660598000.0,414426000.0,138979000.0,158927000.0,405321000.0,260949000.0,255277000.0,-287929000.0,11060000.0,11398000.0,27026292.0,227038000.0,quarterly,2022-10-29,153477000.0,1.5881494085051102,0.9791146929093424,0.5325906594775224,1.5877693642592166,0.6135667985673586,,266342000.0,0.40875438692832644,-0.1579593731747133,-0.16367298850287804,0.027607071004587865,0.056057830074234566,0.5667137601030398,,0.0284507590696467,,0.6064535466350186,1.4904075456026982,2.6103064302794556,-0.099260064365923,-0.25686215366053344,0.0554079359322611,0.04238376081149957,-11060000.0,12.565913200723328,0.7271962305612408,-0.09717154826802121,0.17262777638685223,-0.31075073463123926,34.88998357963875,2023-01-27,4.940000057220459,0.2931937548561403,-0.17114093530167873,-0.6708860771557454,1.1361883140806939,1.0993960048888494,-0.7114486089334991,133509884.02645683,399851884.02645683,0.998077699243818,393.362,0.0668109468522784,0.007760040785688149,-0.048689826962841076,0.21649486041709218,0.22873239486819252,-0.10953706847764566,0.2263828080038619,-0.17890097608736688,-0.6221962501929044,-0.6019115404558535,0.9196934536636017,0.8706636100206568,0.012558406905650415,68.78,0.1122250970245795,0.09580573107353274,-0.11370662117078867,0.3154832941254368,0.341597817472238,-0.159512913415655,0.1809686578315608,-0.26694666637521147,-0.5571794559849568,-0.5519356955178442,0.820705019955257,0.7577981874166113,0.07182320525182406,137.8,0.35897435897435903,0.3133816240945484,-0.024769992922859196,0.6737268344109649,0.6164414633751345,-0.14954020860334505,-0.06578060411821873,-0.4845225593962271,-0.6461160842328862,-0.5619084003301541,0.46246147966972895,0.48295454151371486,0.03584905701901639,1,news|price|fundamental,1,0,1,1,0
2023-04-29,2024,Q3,10-Q,2024-06-05,383419000.0,219744000.0,163675000.0,-20520000.0,-21825000.0,659970000.0,455744000.0,193575000.0,151612000.0,406189000.0,270093000.0,253781000.0,-309754000.0,36742000.0,14864000.0,27026292.0,184195000.0,quarterly,2023-01-28,185651000.0,1.68735953912171,1.1260269610837748,0.716697581943997,1.6005492925002265,0.6154658545085383,,212614000.0,0.4268828618300084,-0.05351847456698807,-0.05692206176532723,0.09582728033822006,0.13459426893294282,0.4804013363969965,,0.038766988594722745,,0.5809642862554358,1.449383953776746,2.0652676258140272,-0.03306968498568117,-0.08599934589271853,0.12704923077680588,0.13603462511061004,-36742000.0,5.268493821784334,1.3433243860946802,-0.04294072716925179,-0.6671546872855378,-0.2579810498447914,-0.2939635093167702,2023-04-28,3.4100000858306885,-0.30971658981126415,-0.10732980486312749,-0.6360725584334175,0.8831895435305126,1.017217308449721,-0.6807116115738197,92159658.03968525,304773658.03968525,0.7948840773140748,404.841,0.02918177149800938,0.09794238013489664,0.013699076044770608,0.1575698307318787,0.18864298853431663,-0.019866988502519112,-0.33889836130927353,-0.20527218499802413,-0.6497716344781881,-0.6608446230713005,0.7256197127986339,0.8285743199154043,0.008423060129361127,61.43,-0.10686246001744693,-0.006630012936610696,-0.13108667208882918,0.2554468931894383,0.2872822832769394,-0.17510406875251783,-0.20285412979381723,-0.10069979192651679,-0.5049858863445883,-0.5056075428213018,0.6277426503410743,0.7299350251727815,0.055510338366118975,101.03,-0.2668359941944848,-0.0036489151873767556,0.03567401332649922,0.4279573839131721,0.5680706062108205,-0.3182860998650472,-0.04288059561677937,-0.10368088967575073,-0.6717465717599167,-0.36242551170877246,0.4552321596173405,0.4491467022389004,0.03375235163645143,1,news|price|fundamental,1,0,1,1,0
2023-10-28,2025,Q2,10-Q,2025-03-12,364785000.0,205682000.0,159103000.0,-28661000.0,-35490000.0,624038000.0,450285000.0,256898000.0,160720000.0,393298000.0,270893000.0,230740000.0,-373903000.0,36742000.0,3653000.0,27026292.0,187764000.0,quarterly,2023-04-29,179392000.0,1.662224568372014,1.068927583953812,0.9483375354844902,1.7045072375834271,0.6302468759915262,,136400000.0,0.4361555436764121,-0.07856956837589264,-0.0972901846293022,0.1007223432981071,0.11073646120317447,0.5147251120523048,,0.010014117905067368,,0.5845557482076412,1.2797536087605774,2.033451881912237,-0.056871536669241295,-0.15380948253445437,0.10270837888827301,0.13563288826215517,-36742000.0,6.991943824506015,0.8244479452289513,-0.04859957383436919,0.6261168384879725,-0.2599824319746177,-0.5452332137365454,2023-10-27,3.2699999809265137,-0.3600782983389924,-0.04105574820537583,-0.1439790476251106,0.7872389131546363,0.9175993770992353,-0.41607142203316383,88375974.32451439,224775974.3245144,0.6161875469783965,402.631,-0.09974488027707662,-0.0054589332602182905,0.0919487859581749,0.12170183917908274,0.11689896081164693,-0.09974488027707662,-0.2603334180619158,-0.03559681494515754,-0.2359278335832855,-0.3163265417560872,0.6655370739755536,0.8007004162875884,0.008121580258168183,57.91,-0.14561817645323105,-0.05730099300016289,-0.06355109961190175,0.18004568260057932,0.21204452096148538,-0.22237142473479254,-0.21446012188576136,0.01624524479478706,-0.08042794801320885,-0.19369999729837128,0.607193230554057,0.7055548561377499,0.05646693111598194,62.46,-0.3855386128873586,-0.3817677917450262,-0.38402366863905324,0.4524134671622935,0.45932697814676027,-0.5785425101214574,0.02546031454836617,0.34071204353965034,0.24004462101394264,0.16247108808829358,0.3348254459923428,0.45827239895247507,0.052353505938624936,1,price|fundamental,1,0,1,1,0
2024-01-27,2025,Q3,10-Q,2025-06-11,330402000.0,186922000.0,143480000.0,-38038000.0,-35524000.0,538316000.0,377971000.0,227503000.0,126033000.0,325045000.0,209421000.0,213271000.0,-409427000.0,36742000.0,7427000.0,27026292.0,181518000.0,quarterly,2023-10-28,168550000.0,1.8048381012410408,1.2030216644940097,1.086342821398045,1.5240937586451042,0.603818203434414,,97542000.0,0.43425887252498474,-0.11512642175289496,-0.10751750897391663,0.11120392733700159,0.1336826048268473,0.5493852942778796,,0.022478677489845705,,0.6137696074424688,1.4831195004482953,1.9602610501334916,-0.06599097927611292,-0.166567418917715,0.1358858004276331,0.17544563343695235,-36742000.0,6.191905720973273,0.4023785504834727,-0.09425552037501539,0.0009580163426317068,-0.2554170112745948,-0.36471261490038986,2024-01-26,3.2100000381469727,-0.009259250401687513,-0.2834821373927502,-0.24647890477002798,0.6821973781712345,0.7504133525220946,-0.4267856977119735,86754398.35097122,184296398.35097122,0.5577944393525802,479.794,0.17203878182657606,0.08535454302790102,0.23595812424651452,0.1058674406599054,0.11756687350463065,-0.0012697646147825647,-0.18129803222826357,-0.3688366804206512,-0.4824370290165425,-0.42551593309719093,0.5763299375113291,0.6328464790174639,0.006690371363849846,69.94,0.1978078438088713,0.05299608551641066,0.045284710805559625,0.255386279114095,0.22444695893648314,-0.06082986437491611,-0.2070670942105588,-0.33647822290916085,-0.2917636155755876,-0.3659558333370574,0.4268110990571395,0.5259663935856115,0.04589648324488094,69.53,0.10435196950444725,-0.2736864096939309,-0.48822317091123224,0.44805005874626785,0.4595466014624718,-0.5308367071524966,-0.11361121990613476,-0.009795727698819312,0.24174426614120426,0.10405100944052315,0.23414731942496664,0.29086675105962284,0.04616712265420642,1,price|fundamental,1,0,1,1,0
2024-04-27,2025,Q3,10-Q,2025-06-11,322731000.0,175753000.0,146978000.0,-24840000.0,-21328000.0,536964000.0,385282000.0,196507000.0,114467000.0,328075000.0,219849000.0,208889000.0,-430755000.0,36742000.0,10259000.0,27026292.0,171818000.0,quarterly,2024-01-27,165433000.0,1.7524846599256763,1.2318227510700526,0.8938271268006678,1.5705709731005462,0.6109813693282976,,131568000.0,0.4554195289575529,-0.07696812515686438,-0.06608599731665071,0.11384713584998032,0.14563521942422636,0.5323876541144172,,0.03178808357424604,,0.6010291192705656,1.5354032166475928,1.9508260141567886,-0.03971960876334354,-0.10210207334996098,0.1432629734054713,0.16712379860722587,-36742000.0,5.348293506069348,0.3645884568406682,-0.023217171808887382,-0.39961716022970384,-0.1944251688624189,-0.6747342575223803,2024-04-26,2.1600000858306885,-0.32710278499635614,-0.33333330880467305,-0.39325839310429167,0.7434553404966733,0.7121702858910532,-0.577299407163587,58376793.03968525,189944793.03968525,0.5885545331551206,501.874,0.04601975014276971,0.22597571372387115,0.275154416267128,0.12035076103513218,0.11379615086604826,-0.02849809135184933,-0.37312253513912585,-0.5593090225285442,-0.6684128093714197,-0.5488013158117376,0.6231045794615411,0.598374135025005,0.004303869269638771,73.22,0.04689734057763806,0.2539818462065422,0.20626029654036238,0.1987431476835022,0.22857469109476566,-0.07304722116723628,-0.3740001255739942,-0.5873151550112152,-0.599518689644654,-0.5042521859963507,0.5447121928131711,0.48359559479628755,0.029500137746936474,67.43,-0.0302027901625197,0.07099745870393903,-0.31032013910197387,0.44347243117685187,0.44428560654627625,-0.3366453516969995,-0.29689999483383644,-0.4043307675086121,-0.0829382540023178,-0.24065405546658747,0.2999829093198214,0.267884679344777,0.032033220908063,1,price|fundamental,1,0,1,1,0
